series,horizon,median,pi80_lo,pi80_hi,pi90_lo,pi90_hi
guitars,11,8.090139191203926,7.72034190425346,8.476428986465798,7.591481793703499,8.60038955242692
guitars,12,8.084956525840164,7.70719757747135,8.50176820730211,7.563015991986207,8.632036270583551
guitars,13,8.086182562871413,7.677958639175646,8.515861487793266,7.543477052617849,8.660089357432232
guitars,14,8.085020169088772,7.660946482300875,8.534602926188285,7.52465035884744,8.684966676640322
guitars,15,8.086574972243778,7.647078241444042,8.557430049905443,7.480945272764959,8.71179239212473
guitars,16,8.084916442459864,7.627691573138703,8.57716158914667,7.464287117485002,8.736201450124067
guitars,17,8.090375066678455,7.604670162071221,8.595039988683336,7.446857845130598,8.77495788670749
guitars,18,8.086832391185785,7.582808729928795,8.6130399159646,7.417573426764624,8.801722112769243
guitars,19,8.089806548703649,7.553960182459444,8.640979447464503,7.3918803881371336,8.821859396902278
guitars,20,8.08929830793872,7.534742308825255,8.651316321458205,7.353024449322303,8.838769872875254
guitars,21,8.093901313493648,7.517319201666136,8.668302874922814,7.340767718063126,8.880759127351261
guitars,22,8.084300676840716,7.505294574883258,8.688811302378888,7.323190749436676,8.90125105685138
guitars,23,8.086298654015431,7.489030104310614,8.708786182311782,7.312183171102504,8.937256617392956
